"","PassengerId","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Survived"
"545",545,1,"male",50,1,0,106.425,"C",0
"546",546,1,"male",64,0,0,26,"S",0
"547",547,2,"female",19,1,0,26,"S",1
"548",548,2,"male",NA,0,0,13.8625,"C",NA
"549",549,3,"male",33,1,1,20.525,"S",0
"550",550,2,"male",8,1,1,36.75,"S",0
"551",551,1,"male",17,0,2,110.8833,"C",1
"552",552,2,"male",27,0,0,26,"S",0
"553",553,3,"male",NA,0,0,7.8292,"Q",NA
"554",554,3,"male",22,0,0,7.225,"C",0
"555",555,3,"female",22,0,0,7.775,"S",1
"556",556,1,"male",62,0,0,26.55,"S",0
"557",557,1,"female",48,1,0,39.6,"C",1
"558",558,1,"male",NA,0,0,227.525,"C",NA
"559",559,1,"female",39,1,1,79.65,"S",1
"560",560,3,"female",36,1,0,17.4,"S",0
"561",561,3,"male",NA,0,0,7.75,"Q",NA
"562",562,3,"male",40,0,0,7.8958,"S",0
"563",563,2,"male",28,0,0,13.5,"S",0
"564",564,3,"male",NA,0,0,8.05,"S",NA
"565",565,3,"female",NA,0,0,8.05,"S",NA
"566",566,3,"male",24,2,0,24.15,"S",0
"567",567,3,"male",19,0,0,7.8958,"S",0
"568",568,3,"female",29,0,4,21.075,"S",0
"569",569,3,"male",NA,0,0,7.2292,"C",NA
"570",570,3,"male",32,0,0,7.8542,"S",0
"571",571,2,"male",62,0,0,10.5,"S",0
"572",572,1,"female",53,2,0,51.4792,"S",1
"573",573,1,"male",36,0,0,26.3875,"S",0
"574",574,3,"female",NA,0,0,7.75,"Q",NA
"575",575,3,"male",16,0,0,8.05,"S",0
"576",576,3,"male",19,0,0,14.5,"S",0
"577",577,2,"female",34,0,0,13,"S",1
"578",578,1,"female",39,1,0,55.9,"S",1
"579",579,3,"female",NA,1,0,14.4583,"C",NA
"580",580,3,"male",32,0,0,7.925,"S",0
"581",581,2,"female",25,1,1,30,"S",1
"582",582,1,"female",39,1,1,110.8833,"C",1
"583",583,2,"male",54,0,0,26,"S",0
"584",584,1,"male",36,0,0,40.125,"C",0
"585",585,3,"male",NA,0,0,8.7125,"C",NA
"586",586,1,"female",18,0,2,79.65,"S",1
"587",587,2,"male",47,0,0,15,"S",0
"588",588,1,"male",60,1,1,79.2,"C",0
"589",589,3,"male",22,0,0,8.05,"S",0
"590",590,3,"male",NA,0,0,8.05,"S",NA
"591",591,3,"male",35,0,0,7.125,"S",0
"592",592,1,"female",52,1,0,78.2667,"C",1
"593",593,3,"male",47,0,0,7.25,"S",0
"594",594,3,"female",NA,0,2,7.75,"Q",NA
"595",595,2,"male",37,1,0,26,"S",0
"596",596,3,"male",36,1,1,24.15,"S",0
"597",597,2,"female",NA,0,0,33,"S",NA
"598",598,3,"male",49,0,0,0,"S",0
"599",599,3,"male",NA,0,0,7.225,"C",NA
"600",600,1,"male",49,1,0,56.9292,"C",0
"601",601,2,"female",24,2,1,27,"S",1
"602",602,3,"male",NA,0,0,7.8958,"S",NA
"603",603,1,"male",NA,0,0,42.4,"S",NA
"604",604,3,"male",44,0,0,8.05,"S",0
"605",605,1,"male",35,0,0,26.55,"C",0
"606",606,3,"male",36,1,0,15.55,"S",0
"607",607,3,"male",30,0,0,7.8958,"S",0
"608",608,1,"male",27,0,0,30.5,"S",0
"609",609,2,"female",22,1,2,41.5792,"C",1
"610",610,1,"female",40,0,0,153.4625,"S",1
"611",611,3,"female",39,1,5,31.275,"S",0
"612",612,3,"male",NA,0,0,7.05,"S",NA
"613",613,3,"female",NA,1,0,15.5,"Q",NA
"614",614,3,"male",NA,0,0,7.75,"Q",NA
"615",615,3,"male",35,0,0,8.05,"S",0
"616",616,2,"female",24,1,2,65,"S",1
"617",617,3,"male",34,1,1,14.4,"S",0
"618",618,3,"female",26,1,0,16.1,"S",0
"619",619,2,"female",4,2,1,39,"S",1
"620",620,2,"male",26,0,0,10.5,"S",0
"621",621,3,"male",27,1,0,14.4542,"C",0
"622",622,1,"male",42,1,0,52.5542,"S",0
"623",623,3,"male",20,1,1,15.7417,"C",0
"624",624,3,"male",21,0,0,7.8542,"S",0
"625",625,3,"male",21,0,0,16.1,"S",0
"626",626,1,"male",61,0,0,32.3208,"S",0
"627",627,2,"male",57,0,0,12.35,"Q",0
"628",628,1,"female",21,0,0,77.9583,"S",1
"629",629,3,"male",26,0,0,7.8958,"S",0
"630",630,3,"male",NA,0,0,7.7333,"Q",NA
"631",631,1,"male",80,0,0,30,"S",0
"632",632,3,"male",51,0,0,7.0542,"S",0
"633",633,1,"male",32,0,0,30.5,"C",0
"634",634,1,"male",NA,0,0,0,"S",NA
"635",635,3,"female",9,3,2,27.9,"S",0
"636",636,2,"female",28,0,0,13,"S",1
"637",637,3,"male",32,0,0,7.925,"S",0
"638",638,2,"male",31,1,1,26.25,"S",0
"639",639,3,"female",41,0,5,39.6875,"S",0
"640",640,3,"male",NA,1,0,16.1,"S",NA
"641",641,3,"male",20,0,0,7.8542,"S",0
"642",642,1,"female",24,0,0,69.3,"C",1
"643",643,3,"female",2,3,2,27.9,"S",0
"644",644,3,"male",NA,0,0,56.4958,"S",NA
"645",645,3,"female",0.75,2,1,19.2583,"C",1
"646",646,1,"male",48,1,0,76.7292,"C",0
"647",647,3,"male",19,0,0,7.8958,"S",0
"648",648,1,"male",56,0,0,35.5,"C",0
"649",649,3,"male",NA,0,0,7.55,"S",NA
"650",650,3,"female",23,0,0,7.55,"S",1
"651",651,3,"male",NA,0,0,7.8958,"S",NA
"652",652,2,"female",18,0,1,23,"S",1
"653",653,3,"male",21,0,0,8.4333,"S",0
"654",654,3,"female",NA,0,0,7.8292,"Q",NA
"655",655,3,"female",18,0,0,6.75,"Q",1
"656",656,2,"male",24,2,0,73.5,"S",0
"657",657,3,"male",NA,0,0,7.8958,"S",NA
"658",658,3,"female",32,1,1,15.5,"Q",0
"659",659,2,"male",23,0,0,13,"S",0
"660",660,1,"male",58,0,2,113.275,"C",0
"661",661,1,"male",50,2,0,133.65,"S",0
"662",662,3,"male",40,0,0,7.225,"C",0
"663",663,1,"male",47,0,0,25.5875,"S",0
"664",664,3,"male",36,0,0,7.4958,"S",0
"665",665,3,"male",20,1,0,7.925,"S",0
"666",666,2,"male",32,2,0,73.5,"S",0
"667",667,2,"male",25,0,0,13,"S",0
"668",668,3,"male",NA,0,0,7.775,"S",NA
"669",669,3,"male",43,0,0,8.05,"S",0
"670",670,1,"female",NA,1,0,52,"S",NA
"671",671,2,"female",40,1,1,39,"S",1
"672",672,1,"male",31,1,0,52,"S",0
"673",673,2,"male",70,0,0,10.5,"S",0
"674",674,2,"male",31,0,0,13,"S",0
"675",675,2,"male",NA,0,0,0,"S",NA
"676",676,3,"male",18,0,0,7.775,"S",0
"677",677,3,"male",24.5,0,0,8.05,"S",0
"678",678,3,"female",18,0,0,9.8417,"S",1
"679",679,3,"female",43,1,6,46.9,"S",0
"680",680,1,"male",36,0,1,512.3292,"C",1
"681",681,3,"female",NA,0,0,8.1375,"Q",NA
"682",682,1,"male",27,0,0,76.7292,"C",1
"683",683,3,"male",20,0,0,9.225,"S",0
"684",684,3,"male",14,5,2,46.9,"S",0
"685",685,2,"male",60,1,1,39,"S",0
"686",686,2,"male",25,1,2,41.5792,"C",0
"687",687,3,"male",14,4,1,39.6875,"S",0
"688",688,3,"male",19,0,0,10.1708,"S",0
"689",689,3,"male",18,0,0,7.7958,"S",0
"690",690,1,"female",15,0,1,211.3375,"S",1
"691",691,1,"male",31,1,0,57,"S",0
"692",692,3,"female",4,0,1,13.4167,"C",1
"693",693,3,"male",NA,0,0,56.4958,"S",NA
"694",694,3,"male",25,0,0,7.225,"C",0
"695",695,1,"male",60,0,0,26.55,"S",0
"696",696,2,"male",52,0,0,13.5,"S",0
"697",697,3,"male",44,0,0,8.05,"S",0
"698",698,3,"female",NA,0,0,7.7333,"Q",NA
"699",699,1,"male",49,1,1,110.8833,"C",0
"700",700,3,"male",42,0,0,7.65,"S",0
"701",701,1,"female",18,1,0,227.525,"C",1
"702",702,1,"male",35,0,0,26.2875,"S",0
"703",703,3,"female",18,0,1,14.4542,"C",1
"704",704,3,"male",25,0,0,7.7417,"Q",0
"705",705,3,"male",26,1,0,7.8542,"S",0
"706",706,2,"male",39,0,0,26,"S",0
"707",707,2,"female",45,0,0,13.5,"S",1
"708",708,1,"male",42,0,0,26.2875,"S",0
"709",709,1,"female",22,0,0,151.55,"S",1
"710",710,3,"male",NA,1,1,15.2458,"C",NA
"711",711,1,"female",24,0,0,49.5042,"C",1
"712",712,1,"male",NA,0,0,26.55,"S",NA
"713",713,1,"male",48,1,0,52,"S",0
"714",714,3,"male",29,0,0,9.4833,"S",0
"715",715,2,"male",52,0,0,13,"S",0
"716",716,3,"male",19,0,0,7.65,"S",0
"717",717,1,"female",38,0,0,227.525,"C",1
"718",718,2,"female",27,0,0,10.5,"S",1
"719",719,3,"male",NA,0,0,15.5,"Q",NA
"720",720,3,"male",33,0,0,7.775,"S",0
"721",721,2,"female",6,0,1,33,"S",1
"722",722,3,"male",17,1,0,7.0542,"S",0
"723",723,2,"male",34,0,0,13,"S",0
"724",724,2,"male",50,0,0,13,"S",0
"725",725,1,"male",27,1,0,53.1,"S",0
"726",726,3,"male",20,0,0,8.6625,"S",0
"727",727,2,"female",30,3,0,21,"S",1
"728",728,3,"female",NA,0,0,7.7375,"Q",NA
"729",729,2,"male",25,1,0,26,"S",0
"730",730,3,"female",25,1,0,7.925,"S",0
"731",731,1,"female",29,0,0,211.3375,"S",1
"732",732,3,"male",11,0,0,18.7875,"C",0
"733",733,2,"male",NA,0,0,0,"S",NA
"734",734,2,"male",23,0,0,13,"S",0
"735",735,2,"male",23,0,0,13,"S",0
"736",736,3,"male",28.5,0,0,16.1,"S",0
"737",737,3,"female",48,1,3,34.375,"S",0
"738",738,1,"male",35,0,0,512.3292,"C",1
"739",739,3,"male",NA,0,0,7.8958,"S",NA
"740",740,3,"male",NA,0,0,7.8958,"S",NA
"741",741,1,"male",NA,0,0,30,"S",NA
"742",742,1,"male",36,1,0,78.85,"S",0
"743",743,1,"female",21,2,2,262.375,"C",1
"744",744,3,"male",24,1,0,16.1,"S",0
"745",745,3,"male",31,0,0,7.925,"S",0
"746",746,1,"male",70,1,1,71,"S",0
"747",747,3,"male",16,1,1,20.25,"S",0
"748",748,2,"female",30,0,0,13,"S",1
"749",749,1,"male",19,1,0,53.1,"S",0
"750",750,3,"male",31,0,0,7.75,"Q",0
"751",751,2,"female",4,1,1,23,"S",1
"752",752,3,"male",6,0,1,12.475,"S",0
"753",753,3,"male",33,0,0,9.5,"S",0
"754",754,3,"male",23,0,0,7.8958,"S",0
"755",755,2,"female",48,1,2,65,"S",0
"756",756,2,"male",0.67,1,1,14.5,"S",0
"757",757,3,"male",28,0,0,7.7958,"S",0
"758",758,2,"male",18,0,0,11.5,"S",0
"759",759,3,"male",34,0,0,8.05,"S",0
"760",760,1,"female",33,0,0,86.5,"S",1
"761",761,3,"male",NA,0,0,14.5,"S",NA
"762",762,3,"male",41,0,0,7.125,"S",0
"763",763,3,"male",20,0,0,7.2292,"C",0
"764",764,1,"female",36,1,2,120,"S",1
"765",765,3,"male",16,0,0,7.775,"S",0
"766",766,1,"female",51,1,0,77.9583,"S",1
"767",767,1,"male",NA,0,0,39.6,"C",NA
"768",768,3,"female",30.5,0,0,7.75,"Q",1
"769",769,3,"male",NA,1,0,24.15,"Q",NA
"770",770,3,"male",32,0,0,8.3625,"S",0
"771",771,3,"male",24,0,0,9.5,"S",0
"772",772,3,"male",48,0,0,7.8542,"S",0
"773",773,2,"female",57,0,0,10.5,"S",0
"774",774,3,"male",NA,0,0,7.225,"C",NA
"775",775,2,"female",54,1,3,23,"S",0
"776",776,3,"male",18,0,0,7.75,"S",0
"777",777,3,"male",NA,0,0,7.75,"Q",NA
"778",778,3,"female",5,0,0,12.475,"S",1
"779",779,3,"male",NA,0,0,7.7375,"Q",NA
"780",780,1,"female",43,0,1,211.3375,"S",1
"781",781,3,"female",13,0,0,7.2292,"C",1
"782",782,1,"female",17,1,0,57,"S",1
"783",783,1,"male",29,0,0,30,"S",0
"784",784,3,"male",NA,1,2,23.45,"S",NA
"785",785,3,"male",25,0,0,7.05,"S",0
"786",786,3,"male",25,0,0,7.25,"S",0
"787",787,3,"female",18,0,0,7.4958,"S",1
"788",788,3,"male",8,4,1,29.125,"Q",0
"789",789,3,"male",1,1,2,20.575,"S",0
"790",790,1,"male",46,0,0,79.2,"C",0
"791",791,3,"male",NA,0,0,7.75,"Q",NA
"792",792,2,"male",16,0,0,26,"S",0
"793",793,3,"female",NA,8,2,69.55,"S",NA
"794",794,1,"male",NA,0,0,30.6958,"C",NA
"795",795,3,"male",25,0,0,7.8958,"S",0
"796",796,2,"male",39,0,0,13,"S",0
"797",797,1,"female",49,0,0,25.9292,"S",1
"798",798,3,"female",31,0,0,8.6833,"S",0
"799",799,3,"male",30,0,0,7.2292,"C",0
"800",800,3,"female",30,1,1,24.15,"S",0
"801",801,2,"male",34,0,0,13,"S",0
"802",802,2,"female",31,1,1,26.25,"S",1
"803",803,1,"male",11,1,2,120,"S",0
"804",804,3,"male",0.42,0,1,8.5167,"C",0
"805",805,3,"male",27,0,0,6.975,"S",0
"806",806,3,"male",31,0,0,7.775,"S",0
"807",807,1,"male",39,0,0,0,"S",0
"808",808,3,"female",18,0,0,7.775,"S",1
"809",809,2,"male",39,0,0,13,"S",0
"810",810,1,"female",33,1,0,53.1,"S",1
"811",811,3,"male",26,0,0,7.8875,"S",0
"812",812,3,"male",39,0,0,24.15,"S",0
"813",813,2,"male",35,0,0,10.5,"S",0
"814",814,3,"female",6,4,2,31.275,"S",0
"815",815,3,"male",30.5,0,0,8.05,"S",0
"816",816,1,"male",NA,0,0,0,"S",NA
"817",817,3,"female",23,0,0,7.925,"S",1
"818",818,2,"male",31,1,1,37.0042,"C",0
"819",819,3,"male",43,0,0,6.45,"S",0
"820",820,3,"male",10,3,2,27.9,"S",0
"821",821,1,"female",52,1,1,93.5,"S",1
"822",822,3,"male",27,0,0,8.6625,"S",0
"823",823,1,"male",38,0,0,0,"S",0
"824",824,3,"female",27,0,1,12.475,"S",0
"825",825,3,"male",2,4,1,39.6875,"S",0
"826",826,3,"male",NA,0,0,6.95,"Q",NA
"827",827,3,"male",NA,0,0,56.4958,"S",NA
"828",828,2,"male",1,0,2,37.0042,"C",0
"829",829,3,"male",NA,0,0,7.75,"Q",NA
"830",830,1,"female",62,0,0,80,"",1
"831",831,3,"female",15,1,0,14.4542,"C",1
"832",832,2,"male",0.83,1,1,18.75,"S",0
"833",833,3,"male",NA,0,0,7.2292,"C",NA
"834",834,3,"male",23,0,0,7.8542,"S",0
"835",835,3,"male",18,0,0,8.3,"S",0
"836",836,1,"female",39,1,1,83.1583,"C",1
"837",837,3,"male",21,0,0,8.6625,"S",0
"838",838,3,"male",NA,0,0,8.05,"S",NA
"839",839,3,"male",32,0,0,56.4958,"S",0
"840",840,1,"male",NA,0,0,29.7,"C",NA
"841",841,3,"male",20,0,0,7.925,"S",0
"842",842,2,"male",16,0,0,10.5,"S",0
"843",843,1,"female",30,0,0,31,"C",1
"844",844,3,"male",34.5,0,0,6.4375,"C",0
"845",845,3,"male",17,0,0,8.6625,"S",0
"846",846,3,"male",42,0,0,7.55,"S",0
"847",847,3,"male",NA,8,2,69.55,"S",NA
"848",848,3,"male",35,0,0,7.8958,"C",0
"849",849,2,"male",28,0,1,33,"S",0
"850",850,1,"female",NA,1,0,89.1042,"C",NA
"851",851,3,"male",4,4,2,31.275,"S",0
"852",852,3,"male",74,0,0,7.775,"S",0
"853",853,3,"female",9,1,1,15.2458,"C",1
"854",854,1,"female",16,0,1,39.4,"S",1
"855",855,2,"female",44,1,0,26,"S",1
"856",856,3,"female",18,0,1,9.35,"S",1
"857",857,1,"female",45,1,1,164.8667,"S",1
"858",858,1,"male",51,0,0,26.55,"S",0
"859",859,3,"female",24,0,3,19.2583,"C",1
"860",860,3,"male",NA,0,0,7.2292,"C",NA
"861",861,3,"male",41,2,0,14.1083,"S",0
"862",862,2,"male",21,1,0,11.5,"S",0
"863",863,1,"female",48,0,0,25.9292,"S",1
"864",864,3,"female",NA,8,2,69.55,"S",NA
"865",865,2,"male",24,0,0,13,"S",0
"866",866,2,"female",42,0,0,13,"S",1
"867",867,2,"female",27,1,0,13.8583,"C",1
"868",868,1,"male",31,0,0,50.4958,"S",0
"869",869,3,"male",NA,0,0,9.5,"S",NA
"870",870,3,"male",4,1,1,11.1333,"S",0
"871",871,3,"male",26,0,0,7.8958,"S",0
"872",872,1,"female",47,1,1,52.5542,"S",1
"873",873,1,"male",33,0,0,5,"S",0
"874",874,3,"male",47,0,0,9,"S",0
"875",875,2,"female",28,1,0,24,"C",1
"876",876,3,"female",15,0,0,7.225,"C",1
"877",877,3,"male",20,0,0,9.8458,"S",0
"878",878,3,"male",19,0,0,7.8958,"S",0
"879",879,3,"male",NA,0,0,7.8958,"S",NA
"880",880,1,"female",56,0,1,83.1583,"C",1
"881",881,2,"female",25,0,1,26,"S",1
"882",882,3,"male",33,0,0,7.8958,"S",0
"883",883,3,"female",22,0,0,10.5167,"S",1
"884",884,2,"male",28,0,0,10.5,"S",0
"885",885,3,"male",25,0,0,7.05,"S",0
"886",886,3,"female",39,0,5,29.125,"Q",0
"887",887,2,"male",27,0,0,13,"S",0
"888",888,1,"female",19,0,0,30,"S",1
"889",889,3,"female",NA,1,2,23.45,"S",NA
"890",890,1,"male",26,0,0,30,"C",0
"891",891,3,"male",32,0,0,7.75,"Q",0
